Recipient.Organization,deliverychannels
Mercy Relief,NGOs and CSOs
"Mercy Relief, Singapore",NGOs and CSOs
Metta Foundation,NGOs and CSOs
Mildmay,NGOs and CSOs
Miloserdie (Mercy)  ,NGOs and CSOs
Minneapolis Foundation,NGOs and CSOs
Mobilink Foundation,NGOs and CSOs
Monterey Institute of InterNational Studies,NGOs and CSOs
Motorola Foundation,NGOs and CSOs
"MPDL - Movimiento por la Paz, el Desarme y la Libertad",NGOs and CSOs
Museke Foundation,NGOs and CSOs
Najat Charitable Society,NGOs and CSOs
Nasjonalt Folkehelseinstitutt,NGOs and CSOs
Nathan Cummings Foundation,NGOs and CSOs
National Council of Saemaul Undong Movement,NGOs and CSOs
National Integrated & DevelopmeDewant Association (NIDA-Pakistan),NGOs and CSOs
National Integrated Development Agency,NGOs and CSOs
Nationwide Insurance Foundation,NGOs and CSOs
Naval Medical Research Unit,NGOs and CSOs
Newman Foundation,NGOs and CSOs
Ngazi Moja Foundation,NGOs and CSOs
NGO Coordination Committee in Iraq,NGOs and CSOs
Nippon Foundation,NGOs and CSOs
NiSource Charitable Foundation,NGOs and CSOs
Non Violent Peace Force ,NGOs and CSOs
Non-Aligned Movement Institute for the Empowerment of Women,NGOs and CSOs
Norske Redningshunder,NGOs and CSOs
Northeast Asia Forest Forum,NGOs and CSOs
Northfield Bank Foundation,NGOs and CSOs
Northland Foundation,NGOs and CSOs
NORWAC - Norwegian Aid Committee,NGOs and CSOs
Norwegian Church Aid,NGOs and CSOs
Norwegian Mission Association,NGOs and CSOs
Not on our Watch,NGOs and CSOs
"Nuba Mountain Relief, Rehabilitation and Development Organization",NGOs and CSOs
NUPI - Norsk utenr.pol. inst. ,NGOs and CSOs
OCHA NGO Funds,NGOs and CSOs
OIKOS - IntercooperaÁ„o e Desenvolvimento ,NGOs and CSOs
OJAZ Foundation,NGOs and CSOs
Oklahoma City Community Foundation,NGOs and CSOs
One Shekel Campaign in WB,NGOs and CSOs
"Onnuri Church, Rep. of Korea",NGOs and CSOs
Open Society Foundation,NGOs and CSOs
Open Society Institute,NGOs and CSOs
Operation Blessing InterNational,NGOs and CSOs
"Operation Helping Hands, American Samoa",NGOs and CSOs
Operation Save Innocent Lives,NGOs and CSOs
Oregon Community Foundation,NGOs and CSOs
Organisation InterNationale de la Francophonie,NGOs and CSOs
OXFAM Solidarite,NGOs and CSOs
Packard Foundation,NGOs and CSOs
Palestine Right to Return Coalition,NGOs and CSOs
Palestinian Hydrological Group,NGOs and CSOs
"Paradigm of Consciousness Ministries, Inc. ",NGOs and CSOs
Parthenon Trust,NGOs and CSOs
Partner Aid InterNational,NGOs and CSOs
Patient's Help Fund,NGOs and CSOs
Pattan Development Organization,NGOs and CSOs
PCPM - Polish Center for InterNational Aid ,NGOs and CSOs
Peace Winds,NGOs and CSOs
People in Need ,NGOs and CSOs
PepsiCo Foundation,NGOs and CSOs
PHRO - Palestinian Human Rights Organisation ,NGOs and CSOs
Plan Benin,NGOs and CSOs
Plan Indonesia ,NGOs and CSOs
Polish Center for International Aid,NGOs and CSOs
Practical Action ( formerly Intermediate Technology Development Group),NGOs and CSOs
PRADET,NGOs and CSOs
Prem Rawat Foundation,NGOs and CSOs
Premiere Urgence,NGOs and CSOs
PremiËre Urgence - Aide MÈdicale InterNationale,NGOs and CSOs
Private Agencies Collaborating Together ,NGOs and CSOs
Public Welfare Foundation,NGOs and CSOs
Qandil,NGOs and CSOs
Qatar Charitable Society,NGOs and CSOs
Qwest Foundation ,NGOs and CSOs
Reach Out To Asia,NGOs and CSOs
Red R,NGOs and CSOs
Refugee Education Trust,NGOs and CSOs
Regence Foundation,NGOs and CSOs
Reporters Sans FrontiËres,NGOs and CSOs
Reynolds American Foundation,NGOs and CSOs
Richard and Susan Smith Family Foundation,NGOs and CSOs
Roddick Foundation,NGOs and CSOs
Ronald McDonald House Charities,NGOs and CSOs
Roy A. Hunt Foundation,NGOs and CSOs
Rufaid Health Foundation,NGOs and CSOs
Rural Reconstruction Nepal,NGOs and CSOs
SAFRA Edmond J. Philanthropic Foundation,NGOs and CSOs
SALAM YA SUGHAR FUND,NGOs and CSOs
SAM - Schweizer Allianz Mission ,NGOs and CSOs
Samisk H¯gskole,NGOs and CSOs
San Diego Foundation,NGOs and CSOs
Saude em Portugues,NGOs and CSOs
Sa˙de em PortuguÍs,NGOs and CSOs
Save the Children ,NGOs and CSOs
Save the Children - Canada,NGOs and CSOs
Save the Children - Denmark,NGOs and CSOs
Save the Children - France,NGOs and CSOs
Save the Children - Japan,NGOs and CSOs
Save the Children - Netherlands,NGOs and CSOs
Save the Children - Norway,NGOs and CSOs
Save the Children - Sri Lanka,NGOs and CSOs
Save the Children - Sweden,NGOs and CSOs
Save the Children - Uganda,NGOs and CSOs
Save the Children - United Kingdom,NGOs and CSOs
Save the Children - USA,NGOs and CSOs
Save the Children Alliance,NGOs and CSOs
Save the Children Federaton Inc.,NGOs and CSOs
"Save the Children, Youths and Women Organization",NGOs and CSOs
Scandinavian Children's Mission ,NGOs and CSOs
Seattle Foundation,NGOs and CSOs
Sempra Energy Foundation,NGOs and CSOs
Senter for Krisepsykologi,NGOs and CSOs
Service Social InterNational  ,NGOs and CSOs
SHA/National Autonomous University of Nicaragua,NGOs and CSOs
Shaik Abdallah Nouri Association,NGOs and CSOs
SHAML - Palestinian Diaspora and Refugee Center ,NGOs and CSOs
Sharek Youth Forum ,NGOs and CSOs
Sheikh Mohammad Shami Foundation,NGOs and CSOs
Shelter Now InterNational ,NGOs and CSOs
Silicon Valley Community Foundation,NGOs and CSOs
SIPRI,NGOs and CSOs
SKUPAJ,NGOs and CSOs
"SociÈtÈ GÈnÈrale de SolidaritÈ, S.A.",NGOs and CSOs
SODI - Solidarit‰tsdienst-InterNational ,NGOs and CSOs
Soka Gakkai,NGOs and CSOs
Soles4Souls,NGOs and CSOs
SOLIDAR INGO CONSORTIUM ,NGOs and CSOs
Solidaridad InterNational,NGOs and CSOs
Solidarite Protestante,NGOs and CSOs
SolidaritÈ Syndicale - Luxembourg,NGOs and CSOs
SolidaritÈs,NGOs and CSOs
Somali Development & Rehabilitation Organisation,NGOs and CSOs
Somali Youth for Peace and Development,NGOs and CSOs
Soros Foundation Open Society Institute,NGOs and CSOs
SOS InterNational,NGOs and CSOs
"SOS Villages d""enfants",NGOs and CSOs
Southern Alliance for Indigenous Resources,NGOs and CSOs
Southern Company Charitable Foundations,NGOs and CSOs
Special Court,NGOs and CSOs
Sprint Foundation,NGOs and CSOs
Starbucks Foundation ,NGOs and CSOs
Stavros Niarchos Foundation,NGOs and CSOs
"Stiftelsen Yme, prosjekt",NGOs and CSOs
Stiftung des deutschen Instituts f¸r Katastrophenmedizin,NGOs and CSOs
Stitching War Child,NGOs and CSOs
Sudan Peace and Education Development Programme,NGOs and CSOs
Sudan Social Development Organization ,NGOs and CSOs
Sultan Haji Hassanal Bolkiah Foundation,NGOs and CSOs
Sungi Development Foundation,NGOs and CSOs
Swedish Alliance Mission ,NGOs and CSOs
Swiss Academy for Military and Disaster Medicine,NGOs and CSOs
Temele Development Organisation,NGOs and CSOs
Terre Des Hommes,NGOs and CSOs
The Achelis Foundation,NGOs and CSOs
The Asfari Foundation,NGOs and CSOs
The Bodman Foundation,NGOs and CSOs
The Carter Centre ,NGOs and CSOs
The Fund for Peace,NGOs and CSOs
The Harvard Program on Humanitarian Policy and Conflict Research,NGOs and CSOs
The Korean Medical Association,NGOs and CSOs
The Movement Center of Jeju Citizen to Help the North Korea,NGOs and CSOs
The Nat'l Council of Saemaul Undong  Movement in Korea,NGOs and CSOs
The Pears Foundation,NGOs and CSOs
The Sigrid Rausing Trust,NGOs and CSOs
Tides Foundation,NGOs and CSOs
Tingting Huang,NGOs and CSOs
Treatment and Rehabilitation Centre ,NGOs and CSOs
Tzu Chi Foundation ,NGOs and CSOs
UK for UNHCR,NGOs and CSOs
Un Ponte Per ,NGOs and CSOs
UNICEF National Committee/Andorra,NGOs and CSOs
UNICEF National Committee/Australia,NGOs and CSOs
UNICEF National Committee/Austria,NGOs and CSOs
UNICEF National Committee/Belgium,NGOs and CSOs
UNICEF National Committee/Czech Republic,NGOs and CSOs
UNICEF National Committee/Denmark,NGOs and CSOs
UNICEF National Committee/Estonia,NGOs and CSOs
UNICEF National Committee/Finland,NGOs and CSOs
UNICEF National Committee/France,NGOs and CSOs
UNICEF National Committee/Germany,NGOs and CSOs
UNICEF National Committee/Hellenic,NGOs and CSOs
UNICEF National Committee/Hong Kong,NGOs and CSOs
UNICEF National Committee/Hungary,NGOs and CSOs
UNICEF National Committee/Iceland,NGOs and CSOs
UNICEF National Committee/Indonesia,NGOs and CSOs
UNICEF National Committee/Ireland,NGOs and CSOs
UNICEF National Committee/Israel,NGOs and CSOs
UNICEF National Committee/Italy,NGOs and CSOs
UNICEF National Committee/Japan,NGOs and CSOs
UNICEF National Committee/Korea (Republic of),NGOs and CSOs
UNICEF National Committee/Latvia,NGOs and CSOs
UNICEF National Committee/Lithuania,NGOs and CSOs
UNICEF National Committee/Luxembourg,NGOs and CSOs
UNICEF National Committee/Netherlands,NGOs and CSOs
UNICEF National Committee/New Zealand,NGOs and CSOs
UNICEF National Committee/Norway,NGOs and CSOs
UNICEF National Committee/Oman,NGOs and CSOs
UNICEF National Committee/Poland,NGOs and CSOs
UNICEF National Committee/Portugal,NGOs and CSOs
UNICEF National Committee/San Marino,NGOs and CSOs
UNICEF National Committee/Slovakia,NGOs and CSOs
UNICEF National Committee/Slovenia,NGOs and CSOs
UNICEF National Committee/Sweden,NGOs and CSOs
UNICEF National Committee/Switzerland,NGOs and CSOs
UNICEF National Committee/Turkey,NGOs and CSOs
UNICEF National Committee/USA (US Fund for UNICEF),NGOs and CSOs
Union Bank Foundation,NGOs and CSOs
United Church of Canada,NGOs and CSOs
United Islamic Center,NGOs and CSOs
United Methodist Committee on Relief,NGOs and CSOs
United Way of Massachusetts Bay and Merrimack Valley ,NGOs and CSOs
Unity and Cooperation for the Development of Peoples,NGOs and CSOs
Universidad Nacional Autonoma de Honduras,NGOs and CSOs
University of Miami,NGOs and CSOs
University of Rhode Island/SUCCESS LWA,NGOs and CSOs
UPS Foundation,NGOs and CSOs
Urgence Rehabilitation et Developpement,NGOs and CSOs
US Fund for UNICEF,NGOs and CSOs
USA for UNHCR,NGOs and CSOs
USA Friends of WFP,NGOs and CSOs
USA Friends Private,NGOs and CSOs
USA Fund for UNICEF,NGOs and CSOs
VAF - Verein f¸r Afghanistan Fˆrderung ,NGOs and CSOs
Vamos Adelante,NGOs and CSOs
Verein Lichtblick ,NGOs and CSOs
Verizon Foundation,NGOs and CSOs
VICINI and the INICIA Foundation,NGOs and CSOs
Visions in Action,NGOs and CSOs
Vodafone Group Foundation,NGOs and CSOs
Voila Earthquake Relief Fund,NGOs and CSOs
Volunteer Organization for the InterNational Co-operation,NGOs and CSOs
W.K. Kellogg Foundation,NGOs and CSOs
Wajir South Development Association ,NGOs and CSOs
Walmart Foundation,NGOs and CSOs
War Child ,NGOs and CSOs
Wegman Family Charitable Foundation,NGOs and CSOs
Western Union Foundation,NGOs and CSOs
William and Flora Hewlett Foundation,NGOs and CSOs
Windle Trust,NGOs and CSOs
Windy InterNational Youth Foundation,NGOs and CSOs
Winn-Dixie Foundation,NGOs and CSOs
WODRANS - Women Orphans and Disabled Rehabilitation Assoc. of New Sudan ,NGOs and CSOs
Women's Promotion and Human Development,NGOs and CSOs
World Care,NGOs and CSOs
World Church Relief Service,NGOs and CSOs
World Concern Development Organisation,NGOs and CSOs
World Society for the Protection of Animals,NGOs and CSOs
World Vision Support Offices,NGOs and CSOs
World Vision Taiwan,NGOs and CSOs
WPD,NGOs and CSOs
WRC - World Relief Corporation ,NGOs and CSOs
Xcel Energy Foundation ,NGOs and CSOs
YAKKUM Emergency Unit,NGOs and CSOs
Yele Haiti Foundation ,NGOs and CSOs
YMCA,NGOs and CSOs
Youth Alliance in Karamoja,NGOs and CSOs
Zafar Cooperation Organization,NGOs and CSOs
ZOA Refugee Care,NGOs and CSOs
Aliko Dangote's Foundation,NGOs and CSOs
Cigna Foundation,NGOs and CSOs
Fondation MÈrieux,NGOs and CSOs
Friends of UNFPA,NGOs and CSOs
Global Giving,NGOs and CSOs
Help Syria through the Winter Foundation,NGOs and CSOs
Legatum Foundation,NGOs and CSOs
Paul G. Allen,NGOs and CSOs
Robert Wood Johnson Foundation,NGOs and CSOs
Rural Development Initiative Pakistan,NGOs and CSOs
Rural Initiatives in Sustainability and Empowerment,NGOs and CSOs
The Foundation for the Refugee Education Trust,NGOs and CSOs
Tony Elumelu Foundation,NGOs and CSOs
Virgin Unite,NGOs and CSOs
WELLCOME TRUST,NGOs and CSOs
Association HIMAYA,NGOs and CSOs
Basmeh and Zeitooneh - Lebanese Association,NGOs and CSOs
Duhok Organization for Volunteer Youth,NGOs and CSOs
Friends of Children Society,NGOs and CSOs
"FUNDACION ALIANZA POR LOS DERECHOS, LA IGUALD Y LA SOLIDARIDAD INTERNACIONAL",NGOs and CSOs
Oxfam/Community Aid Abroad/Intermon/Novib,NGOs and CSOs
Rehabilitation Education And Community Health,NGOs and CSOs
Sudanese Organization for Rehabilitation and Construction,NGOs and CSOs
ASYA SAR - KYM,NGOs and CSOs
IDeA Foundation,NGOs and CSOs
World Jewish Relief,NGOs and CSOs
Al Najat Charitable Society,NGOs and CSOs
Tajdid Iraq Association for Developing Economy,NGOs and CSOs
Fida,NGOs and CSOs
KPSM-ERP Integration Centre for Migrant Workers ñ Ecumenical Refugee Program,NGOs and CSOs
La Strada International (LSI),NGOs and CSOs
TEAR Fund New Zealand | Save the Children,NGOs and CSOs
UTOPIA Association,NGOs and CSOs
"FundaciÛn Alianza por Los Derechos, la Igualdad y la Solidaridad Internacional",NGOs and CSOs
Help-Tchad,NGOs and CSOs
World Vision Netherlands,NGOs and CSOs
Al-Atta Institution for Social Development and Charity (AISDAC),NGOs and CSOs
Alinshat Area Association (Inshaat),NGOs and CSOs
CoAR,NGOs and CSOs
Iraqi Health Access Organization,NGOs and CSOs
ONG Rescate,NGOs and CSOs
Jabal Marra Charity Organization,NGOs and CSOs
International Medical Corps | International Medical Corps UK,NGOs and CSOs
Johanniter International Assistance | Johanniter Unfallhilfe e.V.,NGOs and CSOs
The Syria Trust for Development,NGOs and CSOs
Aide MÈdicale  Internationale,NGOs and CSOs
Muhammadiyah Disaster Management Center,NGOs and CSOs
Health Link South Sudan | Healthlink South Sudan,NGOs and CSOs
Mundri Active Youth Association,NGOs and CSOs
Stanislawa Bienczak Child Support Foundation (Fundacja Pomocy Dzieciom im. Stanislawy Bienczak),NGOs and CSOs
Yele Haiti Foundation,NGOs and CSOs
Fuel Relief Fund,NGOs and CSOs
International Planned Parenthood Federation Western Hemisphere Region,NGOs and CSOs
Forum for Early Warning,NGOs and CSOs
International Institute of Rural Reconstruction,NGOs and CSOs
"Institute of Human Rights Communication, Nepal",NGOs and CSOs
Federation des ONG laiques ‡ Vocation Economique du Congo,NGOs and CSOs
Swedish Alliance Mission,NGOs and CSOs
"Paradigm of Consciousness Ministries, Inc.",NGOs and CSOs
Knowledge for Iraqi Women Society,NGOs and CSOs
Land Research Center,NGOs and CSOs
Malteser International Order of Malta World Relief,NGOs and CSOs
Handicap International / Humanity & Inclusion,NGOs and CSOs
Fida International,NGOs and CSOs
Aide MÈdicale  Internationale (until 2010),NGOs and CSOs
ActionAid International,NGOs and CSOs
Africa Educational Trust,NGOs and CSOs
PremiËre Urgence (until 2010),NGOs and CSOs
Medicos del Mundo Spain,NGOs and CSOs
Helvetas Swiss Intercooperation,NGOs and CSOs
RTI International (formerly Research Triangle Institute),NGOs and CSOs
RET International (Former The Foundation for the Refugee Education Trust till 2014),NGOs and CSOs
Instituto per la Cooperazione Universitaria Onlus,NGOs and CSOs
United Purpose (formerly known as Concern Universal),NGOs and CSOs
Arcenciel,NGOs and CSOs
AMAR International Charitable Foundation,NGOs and CSOs
EPER - Swiss Church Aid,NGOs and CSOs
World Concern Development Organization,NGOs and CSOs
Arts for Peace,NGOs and CSOs
RefuSHE (Former Heshima Kenya),NGOs and CSOs
Treatment and Rehabilitation Center for Victims of Torture,NGOs and CSOs
CBM International (formerly Christian Blind Mission),NGOs and CSOs
PremiËre Urgence - Aide MÈdicale Internationale (from 2011 to 2015),NGOs and CSOs
Amnesty International Norway,NGOs and CSOs
Custodian of Two Holy Mosques Relief Campaign,NGOs and CSOs
Kokkyo naki Kodomotachi (Children without Borders),NGOs and CSOs
Stichting War Child,NGOs and CSOs
MAGNA Medical and Nutrition Global Aid,NGOs and CSOs
Afkar Society for Development and Human Relief,NGOs and CSOs
Human Appeal International (UAE),NGOs and CSOs
Help-Tchad Association pour le dÈveloppement,NGOs and CSOs
"Rehabilitation, Education And Community Health",NGOs and CSOs
Basmeh and Zeitooneh for Relief and Development - G¸l¸mseme ve zeytin,NGOs and CSOs
KSPM-ERP Integration Centre for Migrant Workers ñ Ecumenical Refugee Program,NGOs and CSOs
ACT Alliance / Dan Church Aid - Norwegian Church Aid Joint office in Palestine,NGOs and CSOs
SolidaritÈs International (SI),NGOs and CSOs
Sonbola Group for Education and Development,NGOs and CSOs
Stanis?awa Bie?czak Child Support Foundation (Fundacja Pomocy Dzieciom im. Stanis?awy Bie?czak),NGOs and CSOs
ROIA Information and Communication Technology,NGOs and CSOs
Alawn Foundation for Development,NGOs and CSOs
Christian Agenda for Development,NGOs and CSOs
Solid House Foundation,NGOs and CSOs
"Zaporizhzhia Region Charity Fund ""Child Smile""",NGOs and CSOs
BINAA Organization for Development,NGOs and CSOs
ONG Espoir,NGOs and CSOs
International Blue Crescent Relief and Development Foundation,NGOs and CSOs
Action ChrÈtienne Tous pour la SolidaritÈ,NGOs and CSOs
Atfaluna Society for Deaf Children,NGOs and CSOs
Dhaka Ahsania Mission,NGOs and CSOs
Center for Civic Engagement and Community Service - American University of Beirut,NGOs and CSOs
CORE Group Inc.,NGOs and CSOs
Expertise France,Public Sector
Community Partners International,NGOs and CSOs
