Recipient.Organization,recipientcodename
Center for Civic Engagement and Community Service - American University of Beirut,academia/think/research
CORE Group Inc.,academia/think/research
Expertise France,DAC governments
Community Partners International,NGOs
World Vision Somalia,NGOs
Arizona State University,academia/think/research
Congressional Hunger Center,academia/think/research
Valid International,academia/think/research
Civil Society Human Rights Organization South Sudan,NGOs
Grassroot Empowerment and Development Organization,NGOs
London School of Hygiene and Tropical Medicine,academia/think/research
Centre for Affordable Water and Sanitation Technology,NGOs
Columbia University,academia/think/research
Alliance Nationale Contre la Faim et la Malnutrition,Undefined
IMPACT Initiatives,NGOs
European Union trust fund Bekou in CAR,EC
Matres Mundi,NGOs
Civil Society in Development,NGOs
"Educo - FundaciÛn EducaciÛn y CooperaciÛn, ChildFund Alliance member",NGOs
Ataa for Relief and Development,NGOs
Gazze Destek Derne?i (Gaza Support Association),NGOs
Al-Nahrain Foundation for Relief and Development,NGOs
National Disaster Risk Management Fund,National government
Mercy Without Limits,NGOs
International Trade Center,Other multi
Dynasafe International Group,private sector corporations
Uganda Women's Effort to Save Orphans,NGOs
ACT Alliance / Christian World Service,NGOs
Somali Humanitarian and Development Action,NGOs
Bonyan (Bina Insan),NGOs
Shafak Organization,NGOs
Bahar Organization,NGOs
Human Call Association,NGOs
Yanabia Al-khir Foundation,NGOs
Al-Twasul Foundation for Human Development,NGOs
Estijabah Network for Humanitarian Aid and Relief,NGOs
Al-Hikma Al-Yamania Association for Charity,NGOs
International Patients' Helping Society,NGOs
International Medical Volunteers Japan Heart,NGOs
Taybah Foundation Development,NGOs
Silk Road Organization,NGOs
Tamkeen for Community Development,NGOs
Beyaz Eller Association (White Hands Association),NGOs
Takaful for Child Welfare,NGOs
Ghirass For Society Development,NGOs
Islamic Social Welfare Organization,NGOs
The Saudi Development and Reconstruction Program for Yemen,National Government
Al Hadatha Association,NGOs
Association of Medical Doctors of Asia International,NGOs
Sudan ERF,CBPF
CommunautÈ des Eglises de PentecÙte au Burundi,Undefined
Almassar Charity organization for Nomadís Development and Environmental Conservation,NGOs
Mubadiroon Organization for Prevention of Disaster and War Impacts,NGOs
OSIL - Partners in Relief and Development (Formerly Operation Save Innocent Lives),NGOs
Syria Trust for Development,NGOs
Iraq Health Access Organization,NGOs
Jabal Marra Charity Organization for Rural Development,NGOs
ONG Rescate International,NGOs
Active Youth Agency,NGOs
Syrian Expatriates Medical Association,NGOs
Pestalozzi Children's Foundation,NGOs
Watan Khayr Charity Foundation,NGOs
"Organization for Peace, Relief and Development",NGOs
Legal Action Worldwide,NGOs
Humanitarian and Development Consortium,NGOs
Johanniter International Assistance,NGOs
Vijana ya Panda Tujenge,Undefined
Entrepreneurs Organization for Relief and Development,NGOs
Janat Al-Frdaws Foundation for Relief and Development,NGOs
Humane Aid for Community Organization,NGOs
Women of Africa,NGOs
SantÈ Rurale,NGOs
Human Appeal UK,NGOs
Public Aid Organization,NGOs
INSAN Iraqi Society for Relief and Development,NGOs
New Ways Organization,NGOs
Rural Education and Agriculture Development Organization,NGOs
CARE Ethiopia,NGOs
African Humanitarian Corps,NGOs
ISRAELI INFO.CNTR.HUMAN RIGHTS (B-TSELEM),academia/think/research
Mobile Humanitarian Agency,NGOs
Maram Foundation for Relief and Development,NGOs
Hydraulique Sans FrontiËres,NGOs
Agence de DÈveloppement Economique et Social,NGOs
Action pour la Promotion du Bien Etre Social,NGOs
Association Mamans Uzima Kalemie,NGOs
Centre d'Etudes et d'Actions Sociales,NGOs
Ocean Training and Promotion,NGOs
Nos Petits FrËres et Súurs - Haiti,NGOs
Al Mithaq,NGOs
Consortium of Dutch NGOs,NGOs
Muslim Hands International,NGOs
Ethiopian Evangelical Church Mekane Yesus Development and Social Services Commission,NGOs
Save Lives Initiative South Sudan,NGOs
Hope Restoration South Sudan,NGOs
Stop Poverty Communal Initiative,NGOs
Kueng Community Development Agency,NGOs
Aid Support Community Organization,NGOs
"Yem. Gen. Union of Sociologists, S. Workers and Psychologists",NGOs
Youth Organization for Social Action,NGOs
Mayar Foundation for Development,NGOs
Change Agent Organization,NGOs
Generations without Qat,NGOs
Democracy School,NGOs
Millenium Development Foundation,NGOs
Vision to Change the World,NGOs
CARE Yemen,NGOs
Civic Democratic Initiatives Support Foundation,NGOs
Al-Atta for Relief and Development,NGOs
Comprehensive Community Based Rehabilitation in Somaliland,NGOs
Socio-Economic Development and Human Rights Organization,NGOs
Palestinian Center for Democracy and Conflict Resolution,NGOs
ONG Tabitha,NGOs
National Center for Community Rehabilitation,NGOs
World Vision Jerusalem West Bank Gaza,NGOs
Central Blood Bank Society,NGOs
Rebuild Syria Reconstruction Program,NGOs
Jordanian Hashemite Fund for Human Development,NGOs
Jireh Doo Foundation,NGOs
Ninurta,NGOs
"Human Relief Foundation, UK",NGOs
Foundation for Refugee Economic Empowerment,NGOs
Green Concern for Development,NGOs
Solidarity for Afghan Families,NGOs
Evangelisches Missionswerk in Deutschland,NGOs
Blumont International,NGOs
Mayday Rescue Foundation,NGOs
FundaciÛn Ayuda en AcciÛn Colombia,NGOs
Priyanka (India) Pvt. Ltd,private sector corporations
ServiÁo Pastoral dos Migrantes,NGOs
Ukraine Humanitarian Fund,CBPF
Non Violent Peace Force Sri Lanka,other
Al Afran Media and Culture,other
Foundation of the United for Relief and Adiding Development,other
Health and Environment Development Society,other
Alternative,other
Association RÈg. d'Appro. en MÈdicaments Essentiels,other
Freundschaftsbrucke-Kinder der Perestroika e.V,other
GECONKFOR/CIMIC,other
Arbeiterwohlfahrt Bayern,other
VEH,other
VEH/HAD,other
International Alliances,other
Mala Sirena,other
Housing and Property Directorate,other
Action for Independent Media,other
The Danish-Ethiopian Joint Initiative,other
SNG,other
Root of Grass,other
EDM,other
"Eine Welt Kreis, Zell an der Pram",other
Eine Welt-ˆˆ Landlerhilfe,other
IGAD Partnership Forum,other
LH/ACT,other
SUKS - Schweizerisches Unterst¸tzungskomitee f¸r die Sahraouis,other
United States Catholic Conference,other
Emergency Organization Group Copenhagen,other
Chinese Community in Peru,other
Eaux de Marseille (SociÈtÈ des),other
Committee partnersh Linz- San Carlos,other
Erika Weissenbˆck,other
Daniela Punz,other
Waltraud Torossian-Brigasky,other
Rosalia Hoog,other
Cooperative League of the USA,other
Humanitarian Cargo Carriers,other
The Norwegian Helsinki Committee,other
IHI - International Humanitarian Initiative,other
Office for Drug Control and Crime Prevention,other
Misericordia International Center Day Care,other
CIVIC (Valid until August 2012),other
VsF (CH) / PACE,other
ELIMU,other
Grupo Col. - Suisse,other
National Democratic Institute for International Affairs/International Republican Institute,other
ACH-UK/INTERMON,other
OAP,other
MRCA / AMI,other
SST,other
"Commission for Reception, Truth and Reconciliation",other
Share Association of Guatemala,other
ACU/START,other
GFC,other
Operation Lifeline Sudan,other
SDW,other
Div. E+CIS,other
Japan Platform,other
Ministry of Environment and University of Zurich,other
Tromso Center for Mine Damages,other
Man in Need,other
Sentinelles,other
HCS,other
MSI,other
Kob¸,other
Malawi Economic Justice Network,other
Survey Action Center,other
AICF-F,other
"Plateforme d""insertion par l""humanitaire",other
PSF-France/Clermont-Ferrand,other
ASSODLO - Assoc. HaÔtienne pour la MaÓtrise des Sols et des Eaux,other
FTHS,other
African Mission in Burundi,other
NGOs; Red Cross/Red Crescent (details not yet provided),other
Afghan Center,other
Matrix,other
National Radio Appeal,other
Management Services for Health,other
Organisation for Mine Awareness and Reconstruction,other
BMaA,other
SHA/NRE,other
HHB,other
GMAC,other
Sedec-Hudec,other
College Suisse/Fondation S.O.S,other
MEN,other
Div. Assoc.,other
Nachbar in Not,other
NETZ,other
IHS,other
Ottawa Convention Sponsorship Programme,other
DIA,other
Swiss Foundation for Mine Action / Organisation for Security and Cooperation in Europe,other
NIISO,other
IOGT-NTO,other
Somalischer Verein e.V.,other
Basic Needs,other
SSB,other
Voluntary Health Association of India,other
AIDER,other
SIG - Canton's Industrial Services - Geneve (CH),other
Berne helps Lviv,other
NAC,other
KPR,other
JEOP - Joint Emergency Operation,other
Ibdesch Patenschaften,other
ATAV - Assoc. Tsunami Aides aux Victimes,other
STARH Project,other
IQC TBD,other
ICMA - International City/County Management Association,other
SSDO - South Sudan Development Organisation,other
Seismic Risk Assessment and Mitigation in the Antakya-Maras Region,other
Progedes-Nicaragua,other
Thai Tsunami Victim Identification Group,other
British Agencies Afghanistan Group,other
Star of Hope,other
Rural Support Programmes Network,other
Irish UNMIL Battalion,other
Slavik,other
Birdlife International,other
Adam's Peak,other
Irish Sri Lanka Trust Fund,other
PLO DoRA,other
Parliamentary Forum,other
AVRE -Support to Victims for Emotional Recovery,other
Temporary International Presence in Hebron,other
Centre pour enfants des rues de Bel-Air,other
LEAD Trust,other
Trickle  Up Program,other
SolidaritÈ laique,other
International Humanitarian Fund LIBA,other
Open Continent,other
National Anti War Front,other
PA_05,other
Programme for Emergency Education and Reconstruction,other
ˆKO HIMAL,other
Distribuidora Ambiente,other
Franziskaner,other
SwissCor,other
B‰r + Leu,other
Development Initiatives Access Link,other
Rainbow Gateway,other
REDOG,other
INFONOR,other
SE-SINAPRED,other
ESPE,other
FERT,other
I-LIFE,other
International Peace Building Alliance/WSP International,other
Marsh Arabs,other
Sharaja,other
"NABA""A",other
HH-SKH,other
Libyan Relief Committee,other
PARTNERS,other
GCIDS,other
Sanitary of Epidemiological Station,other
Association Notre Dame de Protection,other
Association pour les enfants oubliÈs,other
PËre Jaar,other
UNITEC,other
Afghanistan Independent Human Rights Commission,other
Keren Hayesod,other
National Development Organization,other
ADU_04,other
DWF,other
AASAA,other
ZAF,other
Norsk forbund f. utv.hemmede,other
Stiftelsen Menneskeret.Huset,other
"Stavanger kommune, S¯lvberget KF Bibl.og kul",other
Memorial Human Rights Centre,other
Den norske lÊgeforening - UD-tilskudd,other
Center for Defending Freedom of Journalists,other
Next Step AS,other
SamerÂdet,other
Dissimilis kult.og komp.senter,other
Str¯mmestiftelsen - UD-tilskudd,other
Kompetansesenteret for urfolksrettigheter,other
JAGAN. L.A.,other
Association of Chinese Evangelical Ministry Limited,other
SCD-RB,other
Johor Community Development Committee for Women and Family Development,other
CFD,other
Press Trust / IDI,other
Tambanevana Children's Association,other
STCH,other
PSO,other
Interpeace,other
Koperativ Agrikol Tibiwon,other
DENAL,other
Private Voluntary Organizations,other
SC/US and World Vision,other
Panzi Hospital,other
Joint Mediation Support Team,other
CHAINES,other
PARD,other
SERVICE INT. POUR LES DROITS DE L HOMME,other
SERVICIO PAZ Y JUSTICIA,other
ISP IN AFRICA,other
Norges Juristforbund,other
Samis,other
Psykisk Helsevern ÿstfold HF v/ Norum,other
"Steenfeldt-Foss, O. W.",other
Key Stone,other
"Landsorganisasjonen i Norge, internasj. sekret.",other
Responsive,other
Swedish Ecumenical Accompaniment Programme in Palestine and Israel,other
Coof Bamako,other
Coof Ouagadougou,other
Judicial System Monitoring Programme,other
Cluster Munitions Conference,other
GAAC,other
Village Elders Group,other
National Center for the Prevention of HIV/AIDS,other
World Humanitarian Forum,other
China Centre for Disease Control and †Asia-Australia Mental Health,other
Belun,other
STEP Afghanistan,other
CIMIR- Fred Polk,other
RCT,other
EP-Team,other
PIAL,other
Official Development Assistance,other
Paroecia Latina S.Catharinae,other
Japan-ASEAN Integration Fund,other
Schools Association for Formal Education,other
Flakstad Kommune,other
China Association for NGO Cooperation,other
Kriminalomsorg.utdanningssent,other
Nepal ERF,Other
Den norske Tibet-komite,other
Stichting World Federalist Movement,other
World Conference on Religions for Peace,other
SANAR YURDATAPAN  - FEA,other
Norsk tamilsk helse organisasjon,other
Norges Fredslag,other
"Kjemisk Forbund, Palestinagruppene",other
"Stavanger kommune, Litteraturfestivalen Kapittel06",other
Pakistansk Velferdsorganisasjon Norge,other
Groupement Ingenieria Estrella,other
Steps International,other
FundaciÛn AMEPBO,other
Donegal Peace Centre,other
FAREM,other
Natur Environments & Wildlife Society and Calcutta Foundation,other
Arno Kobamaron CBO,other
PIPA,other
Central Social,other
MAPACT,other
Mine Action Group,other
SHARE,other
L'Agora/Madani Dia,other
Chora - Organisation Tchadienne pour le DÈveloppement,Other
Committee for the Palestinian Fund,other
Norsk Vietnamesisk Senter,other
MSZ,other
Centro Integral de RehabilitaciÛn de Colombia,other
Arab Medical Equipment and Services Organization,other
International Humanitarian City,other
Gender Education Empowerment and Leadership Organization,other
Counselling Services Unit,other
STC SW,other
ƒrzte ohne Grenzen e.V.,other
Verein f. hum. Hilfe Vaduz,other
Experts Comptables AssociÈs,other
Patient Friendly Society,other
International Humanitarian Fact-Finding Commission,other
Sametinget,other
Association of Evangelicals in Africa,other
MIR - MUXO Impact Relief,other
Beaconhouse,other
Global Initiative to End All Corporal Punishment of Children,other
Studentenes og Akademikernes Internasjonale Hjelpefond,other
Dag Hammarskjold Scholarship Fund for Journalists,other
The Living History Forum,other
International Rehabilitation Council of Tortured Victims,other
NÊrings- og Handelsdepartementet,other
Juridisk rÂdgivning for kvinner,other
The Family Centre,other
Global Earthquake Model Foundation,other
Zukunft f. Kinder,other
Neighborhood Disaster Volunteers,other
Huairou Commission,other
ONG Actions,other
Action for Youth & Environmental Development,other
UPR Info,other
Sustainable Heath Development Centre,other
TERREMOTO HAITI,other
Somalia Relive Centre,other
European Grassroots Antiracist Movement,other
Control Arms,other
Association for the Advancement of Democratic Rights-Legal Aid,other
Institut Menzingen,other
Bel Avenir,other
TASSAGHT,other
Groupement des Artisans ruraux díINTADENE-GARI,other
Community Aid for Development,other
Bashaer,other
Iqra Cultural Center,other
HIAS RefugeeTrust,other
Life for Syria,other
Association pour le ProgrËs et la DÈfense des Droits des Femmes,other
IPYS - Instituto Prensa y Sociedad,other
Rural Capacities Development Committee,other
Progressive Interventions,other
Hands Off Cain,other
Initiativ for Etisk Handel,other
Japan Actions for Relief Center,other
Islamic Commission of Care,other
Jmaaiat Al ayadi Albaidaa - Lebanon,other
We Effect,other
Soryiat,other
Humanity First,other
AGHSAN,other
The Competitiveness,other
Reach Vulnerable,Other
JAFS,other
Results Japan,other
International Talk Network Ltd,other
Wakachiai Project,other
Vetwork Services Trust,other
Reform Society,other
Yemeni Social Reform Society,other
Shafaq Rehabilitation Organization (SHA),Other
Render Effective Aid to CHildren,other
ASSIST,other
Partners Turkey,other
Health Care and Relief Foundation,other
Success Initiatives Inc.,Other
Yemen National Committee for Human Rights,other
Mother and Children Development Aid,other
PREPARED,other
"Korean Reconciliation Committee, Archdiocese of Korea",other
21 Century Unification Service Organization,other
Global Partners,other
Association of South-North Kang-Won Province Cooperation,other
Medical Aids for Children of DPRK,other
Community Peace Fund,other
Agglobe Services International and the Korean Unpasan General Trading Company,other
Deniz Feneri Yardimlasma ve Dayanisma Dernegi,other
